"Worried about not being able to pay for medical costs in case of a serious illness or accident: worried, income, poorest 40% (% age 15+)","Financial institution account, income, poorest 40% (% ages 15+)","Borrowed any money, income, poorest 40% (% ages 15+)","Used a mobile phone or the internet to pay bills, income, poorest 40% (% ages 15+)","Owns a debit or credit card, income, poorest 40% (% ages 15+)"
2.5954635508552544,2.8084713656163025,1.6333382132858818,-2.839809799743933,-1.3025121979896959
2.4360992100450645,-0.6629959955068077,-1.068489984944316,-2.8259575226319456,0.8519856652416631
0.9722606002946557,3.577288377393198,-0.027352548072131277,0.33107741591892026,0.008878472094879797
3.0658181760527534,5.861133728016245,-0.80601593954303,-3.1362988643774736,-4.941276378688371
-2.815469816082313,-3.2219004073684783,-1.6405796168290134,4.89724474794083,-0.5642324787127908
-1.894624971607378,-2.0976618866752537,-0.728885734595485,3.616796825635938,0.031891078285049446
1.52127981106569,2.465990949103538,-0.7312761533431976,-2.493119812428586,0.6587215344446102
-0.32218180295822796,-0.3954627238599584,-0.8021231107869764,6.148590016762112,-3.7641503618499623
2.755170295100454,-3.8142386852491352,0.23302759488970004,-2.658227093881955,5.1056570727440675
1.08240737892329,4.67151991163034,1.843600879682319,-3.3581663893285305,-3.4726707909303585
0.5839722744352689,5.885446900409757,2.227056535811179,-3.10025502018914,-3.905749787551162
0.40210944846719443,-1.9276628400306788,-1.2077702758246744,0.5972146582404331,1.3644339885046728
0.9589883279117174,-1.1902646357264808,-1.457107060760154,-0.2858812827827242,0.8220512292940079
3.313194133197058,-4.577355805602011,1.6932985226735795,-2.8774254797553867,3.6964290296147433
0.7616200859407263,2.760729485178204,-2.3103944374741334,-2.98793406031026,-0.45047565852959925
3.0323301753821315,-0.5336608894864492,-1.0126020362110641,-3.3469911207171714,0.10467045127653574
-6.95015822746522,-6.167542049619525,-1.5872246626134747,6.470130363379195,7.436083327312346
0.9278401573531081,4.410386396563417,0.682802992610652,4.051747410245718,-3.717781933654191
0.33252787253611005,-2.2933191991684234,-1.2023283607628312,4.18098996241277,1.614258500164211
0.8417277551432352,3.142886861143595,2.833641631512739,-2.808125739814197,1.430381042455612
-2.022884271567472,-13.592138048230407,-0.38191368980325713,-4.511176606910009,11.665236691404125
-0.4877751317983847,5.79446306059106,0.01783857513803566,-1.2191045423648634,-1.9341376599911833
2.555734831780878,-2.7356838547372915,1.299753092668538,-2.313942490333577,2.748955797610618
-1.13423305713185,5.296583538627541,2.509314138024111,1.9666061551726477,-3.542519509446098
-1.281076073804876,3.7920834818508586,-0.06105281727344103,5.493082324697532,-9.903800785466114
2.16709080244443,0.9099896262750886,2.5461641471077954,-2.191184208036013,3.233073834902669
-2.83019676262383,4.796544282022409,3.3998599501293603,-3.126851432965822,-3.303460702818206
2.062826218920402,3.3598046160637804,0.36658551643842996,-4.504068279866729,-3.3730948569991313
0.0889518106932945,-9.658728377333667,2.0559483710414352,0.024905483981730647,13.329732863621146
1.3847930599569,4.2428914254715355,0.7702391655136775,8.715545158715283,-12.241822149411425
-0.8485743475837708,1.2161930985795308,-1.0910561176353095,4.755055038059021,-2.4772597458336207
-1.1314434463970198,2.314288540676235,-1.9763959812509322,1.3028337035809898,-4.349576043355769
-0.7286387937471641,4.739650559676786,3.6251743617335954,-0.9041683429821918,-1.7383360376884998
-3.5340712051365304,-3.6597092261580944,-0.8594816280091067,4.336788582457673,1.2628376859946622
2.0910937762687576,2.3478159659569897,-0.9478862103378456,-2.804808215540502,-0.31813114589823277
1.7197499899273643,-1.2478723472434148,-0.30463411464807844,3.737088027902725,-0.8533823352605254
1.8238668809878882,-1.4714518265289709,-0.5176410206704367,-3.3248356119664435,0.8721495561289405
0.014819107392357367,-5.931414927479208,2.987715794170442,-2.9324525084584874,12.347679346349299
-0.5040888520971891,-3.3882077498254626,-1.8196066680736298,3.242715182771022,3.4226262997434747
1.2028739317905437,5.106910637047715,0.6652984487181666,3.8584999346602533,-9.120503100368966
-8.272058344900781,-5.631061800388148,-3.516541973040576,8.779737877561141,6.981960349976871
0.6745349575024981,2.145192302708711,5.358336214723193,-1.914990203673452,-2.7884736532271743
0.783615316461112,3.6170154935812975,0.19720363635627447,-3.653324365303658,-2.7140156925464165
