"Worried about not being able to pay for medical costs in case of a serious illness or accident: worried, income, poorest 40% (% age 15+)","Financial institution account, income, poorest 40% (% ages 15+)","Borrowed any money, income, poorest 40% (% ages 15+)","Used a mobile phone or the internet to pay bills, income, poorest 40% (% ages 15+)","Owns a debit or credit card, income, poorest 40% (% ages 15+)"
3.0813897305711273,-0.6789876247153476,0.43079135670747704,-3.9156754180844233,-1.6909469691465455
-0.753287097140428,-1.418628819900039,-0.8412616708029867,9.991427934537787,1.1038442340604577
-4.265332642160111,-1.3186902472022615,-2.6443506791003752,4.43042711783729,6.5895248622141835
-1.4762981802982562,0.27649836608766953,-1.2911586288951664,2.9894494203163493,0.7533979496995782
1.5016047166295063,3.3003275275771617,2.23385549339567,-3.6559876726919436,-4.171024573230176
-1.7234093454216035,-5.766547002387785,-2.1630630194305667,0.9175012869931782,4.984893965860172
1.8388489692848156,4.672346527032428,0.3290785173964066,-4.274029241532281,-5.773003373871093
-1.8356987608390287,-0.4754397318097896,-1.5901930752312734,1.8706472012134308,0.5102698405503152
3.9890565544852192,6.90545427030185,-3.0462375256225296,2.434191775543847,-8.22775998640249
-0.7899753003873551,-9.343128751094046,-1.2480084324415612,3.9607289454071903,6.0348577965099555
-0.0001694725937113617,5.54257918852517,2.5343815823879323,-2.5054826474596648,-1.9444307707283564
-0.7644988080415005,1.2813449571214477,1.6220759156953686,-3.190976502106451,-0.8677403248830049
0.47423105349186834,-6.406598450065005,-0.15705757857403313,-2.9345831775244386,6.291890794715059
-1.05071011346811,3.0519626539746447,0.21379665886272914,4.1183898206109255,-7.208224124570619
-4.766485181426219,-11.083898859705078,-2.5056420470478606,-3.1531897720575817,5.600888462197894
2.141490143090872,3.1959688806164532,-0.8342043746589825,-3.5038794841757124,-2.4856952371161185
-2.44030906973622,-0.11829947935477958,1.3278577933303939,-2.9399363676984356,1.548507235737027
0.5049461177501646,8.318003338486122,-4.511456584972055,0.9518904025782151,-7.555744106002369
0.4711541754790689,-0.30122438182216116,-0.10018083695141566,-2.88523568104616,0.4244951244987849
-0.16545528710452118,6.062415790192231,0.8087810392156163,2.734017714544028,-5.4274042707846775
0.9755121375929494,2.7465927348443024,1.596108520982045,-2.523859313747014,-4.153862938585697
2.4516271418080047,5.144813108431961,2.073925052447154,-0.33401085813546416,-0.8949607917741638
-2.154077517995537,-7.48224873785363,-0.9722725463987434,2.5724544160584255,4.026591735826285
3.8241742071093467,5.502832518782361,0.13209073476661093,-3.643251455317696,-3.9424912908408594
-1.5971708879526494,-4.6499763496219835,0.10698098606671458,-4.300402421270678,6.747094264630226
-4.05320138220479,-10.131580115664526,-5.137578004385187,-6.409919439291585,4.553123026497204
3.143913314098818,6.251401521409882,-1.7325955580553634,-4.578514028800553,-6.026572629233078
2.6342244827692936,5.598915972564887,-4.419524456282351,-2.5461107722769007,-2.449416868528105
0.6573975331144606,5.803350991478835,0.6741244318004007,7.573742983266094,-15.084505273214663
-4.081814400096633,-3.8494075060051403,-0.5374568992674524,5.3963198101740675,1.937173728485166
0.575416654070029,-10.129053939509994,0.8820353805587056,-0.9875716804562806,12.894032098361254
2.581941676530473,4.26072053227071,1.109550783462245,-4.4187213330250845,-5.055294454847381
-0.7072793671892728,1.8515200128703573,0.516336331400944,-1.1293418604193404,-2.017352134159327
-1.025468947612758,-12.976408689535067,1.4112117261015964,-1.527008906187688,14.730216623527372
2.4508679241858813,-1.1928662732461088,5.939186413232452,-2.441640039773719,5.029944487386235
-1.6793843624606914,-8.75227076101567,-0.6787934378808904,-2.2753100399099653,12.187579203487125
0.9189556131138867,4.424270363330372,3.7674429794362414,-2.041368279957381,0.6257158043829927
1.8946807778989259,5.380300903672379,-0.10142434680462542,-3.1195523790040927,-3.983877403743339
0.009287331338108995,-1.0499410314606075,-1.000933300745272,4.054579161226242,-1.8355728638200324
0.005044476039745227,7.0271074149588415,-1.7431517248627681,1.9653552156660492,-7.778595275282956
-1.6960092148560058,4.343211545399725,-0.004752893216372289,0.18254221639824875,-2.368089671810729
0.5057399300862375,-3.678602213422633,-2.1207463238859163,4.298144846270502,0.45863305994027037
-5.110707929808832,-0.053740451332664474,-0.9131526568026676,3.909064183946249,0.05283082355518509
2.0969600422198145,3.6698408112135974,0.18472385118428902,-2.311614007757095,-2.8927525808834913
-0.43221368605645716,2.944659729329801,1.3806034187371647,-0.31243766088452096,-1.606448405288384
1.0421578691532427,-3.1721471615002717,0.3898606555016011,-2.976750491858115,2.6677354352160663
0.9508256360153258,7.2684824040210145,-2.0229156969056445,5.262872706669425,-9.321958570163693
-1.1477094054842547,-1.134696831577867,-1.7473079793691164,2.6654231747064023,-0.9636616400956624
-0.34608463402902734,2.2529116891898737,0.0594166251001953,2.037711438460087,-1.3003244415269677
-0.0681494664446542,0.1683841177673321,-1.7977449915554653,0.32985050491114654,0.7947893768852001
-1.579261197496297,-0.3870170603815143,-0.7270270045250491,4.641056613146262,-2.2260584735783118
0.40591577963654135,0.9501960615674809,4.73775022603097,-3.6084706176481234,-4.259194500471477
-5.784742172302466,-3.9121542432629663,-2.479420047130814,5.729871933997973,4.792449474514489
-3.0325835540194124,-0.3113272338192775,5.639849645803865,-3.4405482856747622,5.1767870559504034
1.629066228481384,-9.509349954422778,0.33561646811202994,-4.192071540000452,10.368476515975193
-1.1612286629138389,-2.9322005261858495,-3.1724780025271686,2.166271311170083,1.3527874508368463
1.7385165664182125,-0.4294459766849633,0.9642875104650908,-2.87999767734821,0.43434419671696345
0.35297653193546263,0.9115797009757954,-0.9338101284515974,-2.434721512547692,-0.019835273243126395
4.077549823995059,6.760969817736775,-2.7775653220009215,-3.0811362786212095,-6.997822432083501
-1.7928445836936038,-4.805078195289794,-1.2426716441563896,2.9729140392706936,2.858147474600992
-2.3240357009203305,0.8150321573118688,-2.207500282574826,8.065108103850172,-2.235949659965116
-2.0577827436333425,-5.460810027942605,-0.21858919723494585,3.4682498415606493,4.7282914567189565
-1.9148256024947539,2.612373738250832,-0.9929395353559003,-0.2982554679313717,-0.407868034809015
1.6052303557745145,-1.041026861777493,4.469005615197054,-3.1927440300528644,0.1614642059887288
3.1304926466424714,-3.1080349963260363,1.1930499439962958,-2.5465053565797433,2.5416574160637815
-0.16230436590769504,-1.2757323343704479,0.9955388754354184,-2.8995411960973425,1.5132174484819654
2.884028071451424,-2.024755854994243,1.668014261567603,-2.6674011011118273,0.48645590366552227
