"Worried about not being able to pay school fees or fees for education: worried, income, poorest 40% (% age 15+)","Financial institution account, income, poorest 40% (% ages 15+)","Borrowed any money, income, poorest 40% (% ages 15+)","Used a mobile phone or the internet to pay bills, income, poorest 40% (% ages 15+)","Owns a debit or credit card, income, poorest 40% (% ages 15+)"
1.3815983992881453,4.622812507063399,0.34519103654417327,-3.5423651488438646,-3.584005717917085
-0.2667657519464759,2.7862074082217356,-2.1095125471369705,0.7598297752567498,-4.892683142737612
-0.10665670250150594,-0.6375730318149928,0.5992873488185781,-3.3783717528013892,0.9232557346904087
-0.29325391497106956,2.728677784568727,-0.673690896716447,3.5324239613934423,-6.695343382906685
0.5953793557271054,-2.478605321792583,-0.9368370089953207,1.8856543561607142,3.04844235947646
-0.43761714593802914,3.777297100748615,-2.5271223126928275,4.005136899430249,-6.23558324664263
-0.048498940655160805,4.6128548457425245,1.7119951618669655,-2.0168115477958093,-0.5343680076208432
0.8799713317099986,-1.4015107867998227,1.2225321312357231,-3.86193630071354,1.2937979969491118
0.871427865049835,-9.713352743618106,0.4916221795141418,-4.555585299001661,10.168576497432896
-0.3717800303180576,9.102664617691463,0.9370924354368748,2.7488371385888506,-13.33354328685526
-2.256513035325007,-18.479397963811298,-2.5284546115540394,-6.14327386303626,13.798411289482122
-1.2776811736363607,-3.6756527294099985,0.13051799661883345,-2.2766203054713463,5.868514055361533
-2.989046865250817,-8.312199398176531,0.42816235737095454,-2.686480099815852,10.81634596086571
1.3623657095516402,12.223509113407925,-3.7098784498792274,0.45534787751478945,-12.64058988942141
-0.9909813586327214,-5.558258328849764,0.3254059239510543,-3.5393260748920516,7.418450680730331
0.6229313897854478,11.385221810755828,1.2107051156958661,2.742398992274886,-11.9653693767145
0.21175641144810164,9.524058073373169,0.628426209095446,-2.10974678187077,-9.612229292074232
2.1203027005963815,4.366719421766618,1.9757913110339125,1.0014319236738025,-0.9827813320128644
-1.007068300881055,2.9397507865692085,-1.2249428765571277,1.033778735786669,-5.747580344646013
0.8545944662608365,-0.2745879650750651,1.2189801498309571,-2.7638937956049836,2.517575102998811
-2.3226166601321516,-8.81060009721634,-1.0781034328337125,-3.396764544423224,12.72024288435241
-4.134529625047307,-15.370432173234907,-6.520983618088387,-5.261804461683827,9.938783387939747
0.4186595322161243,2.5598296613889033,-1.1003233951186235,-2.5389911376786336,-2.2954074452515636
2.3420856181873733,-0.8565293290663281,-2.8145113062286504,-4.1941552604949175,4.309700199921678
-0.6749899715624288,13.645286647217631,0.9813595105311439,6.512400362643348,-20.867274513786718
-0.015112785622871883,4.140874728950755,0.6283116507805584,5.781021846966756,-11.274517936571172
2.124060493304105,-13.890030865491982,0.7472223498588688,-2.49172319546296,16.878881908654552
-0.08599776018189242,-0.7293827926713314,1.514860474289828,-3.1494659449520643,0.690389866020463
-0.14978836674032037,3.1516514072736492,0.34031885911961424,-1.1695788151649196,-3.6410616026833926
-1.9173167712095918,-18.726002048475593,-1.8533226751642857,-2.3337841076981363,23.49849223228331
3.086410312222367,-4.0344445979908725,0.4879484245115615,-0.5184496052621381,9.28112223717392
1.4667106755754062,-13.59624446882522,-0.6721531391288202,-2.0844696447447753,17.17874515659097
-0.1734214313225344,3.1922024303617116,2.1473117532195776,-1.3692645962705134,4.041020091586852
-0.2857575871943221,-1.190223159818862,0.819543582794979,-1.7991137304688978,2.601621448653445
0.20239115427451537,6.38649446374524,0.05174753827123624,3.444690822091088,-9.772650427476758
-0.31333785627730215,13.547625109176048,-2.703751250342263,2.0009449372969614,-13.059918828964374
0.10277863586729108,2.7076909998012577,0.7711911816781982,0.09058158556121487,-3.033865677256606
-0.21314907001236838,2.1620723843805685,-1.720358006924288,4.266033109599621,-4.933056864205673
0.18732297927017916,0.7578789667973418,-0.19410656562299256,3.209660385673573,-6.159800384811948
-0.7919721519024034,-3.333816044111763,0.12587651485476714,-1.104131335163772,5.813561092580415
1.0496909907679939,3.7245612203958935,1.9497309166712826,-1.5574489177610285,-3.267766277313819
-1.002992758598726,-10.838000138211493,0.3203985362973185,-3.7798804635725656,13.207443893878587
0.42813878883703715,15.625469154467275,-1.27375131860944,3.8144910173483133,-16.386258420000914
-0.38949953545208693,5.5298053506867175,-0.5293260820407015,4.116774269245378,-11.137672303756975
-0.5149695486048769,9.140402060388087,0.6096397986623199,4.84343862831673,-11.41687266795001
0.9265435303885687,2.2980505171301635,-0.9743622236214046,0.0699302379987995,-2.803964484578981
-1.0982579166497244,5.651085894269648,-0.6801127723876306,6.870530905372864,-11.020785530540667
-0.4565337577353328,5.472383212003856,2.240228544712114,-4.289352734053552,-4.746628376233
-0.9106279774155386,3.3638411114986972,-2.107787262030752,4.196038719164733,-6.320968714853482
-0.740910065047435,-3.0130016849814165,2.168790664949227,-3.0619109613742626,9.160426207046845
-1.06590338708585,-15.063311426717421,-0.08514383767404254,-2.8674158461224284,17.10203475988164
-0.7879127213184572,0.9148403130645343,-2.9641197389303784,2.717487341944808,-3.770263422420951
0.1976652296448158,-7.341230757376364,0.8956654509515038,-3.3880689744184957,9.841704846303209
1.7080092260327842,-4.461314045657298,-0.46086208670267315,-4.540759057480768,6.233938461089746
0.7537681212783109,-3.6755397574569186,-1.8610452057504423,-0.9935416770181686,3.707257315295243
0.2655322557323503,2.9337345909167123,-1.475404854523843,2.3157959938666237,-6.171930761256116
-0.132405288025069,5.038248014175344,-1.1346555811235763,4.481421593694243,-6.092760942579381
0.12157350775095654,3.486346840070637,-0.4025616066243414,5.318059949877572,-7.924620979194915
-0.6854284843855113,2.45341657274487,-0.9426000379392832,0.8831691860904645,-2.7041626059680617
3.2537505624173115,-1.4572327971782688,0.46432615618735185,-1.4320839142634167,1.1152385925981532
1.293419899693296,-8.581439674401725,1.9475856582621889,-3.8575071290972343,10.678393665425366
-2.898300033812909,-8.009169377205076,0.1741441262364427,-2.5013580376721816,11.628435987645103
-1.1320140224563602,-7.628434023551623,1.5633583951121377,-1.388816199162835,8.828142440342713
