"Worried about not being able to pay school fees or fees for education: worried, income, poorest 40% (% age 15+)","Financial institution account, income, poorest 40% (% ages 15+)","Borrowed any money, income, poorest 40% (% ages 15+)","Used a mobile phone or the internet to pay bills, income, poorest 40% (% ages 15+)","Owns a debit or credit card, income, poorest 40% (% ages 15+)"
2.111057371936245,-3.490395982168282,1.709305725661927,-3.0735555439465783,5.655404799060591
1.6086510008368742,-4.462071408565512,-0.16744834983556967,-4.86042029223141,6.396272489827984
1.1146946295242879,3.3914487701801876,0.846703231050407,2.028275109721857,-2.6601267832909166
1.1743603770495497,1.1345908813246421,-1.5248414799413235,-2.0595163728117365,1.4906675102149904
-0.7455080042863536,4.861710186007576,-0.9143051643507523,5.895042770124506,-13.02565632296971
-0.46569044279887617,5.793149571501738,-0.6108240936437461,5.826289173990926,-11.449586062070118
0.15384069740288542,-2.75437498800272,-1.4882828982729173,-2.655663393528531,8.303724651339866
0.44222614044585384,7.766051574954938,-0.10458866956520652,7.345152598939903,-14.655978130544877
0.09573974716498412,-8.844481243533446,0.8029102100522856,-3.7392568814454936,13.159611405527976
0.5960737763080928,2.86156424070409,1.4671003275288979,-3.2560258643024613,-1.0372825856029766
0.9170946869492078,4.8324988853668245,3.443293279879107,-3.2328247172252538,-4.251894754012247
0.07378731368788838,3.0993896497034097,-1.1065511900018272,1.3421649860813305,-4.1596390604242215
-0.5205445225669336,3.082516509103799,-1.375633880289405,0.7644215546327144,-3.260930167348317
0.5202253412780244,-10.946252575663756,2.4750906076549484,-3.64571848774398,12.54115899418834
-0.3924597845940623,-4.668708911785094,-1.185131091191142,-3.590185504552366,7.538488489445223
-0.3371216360039089,-7.9956161300891395,0.3650349907853325,-3.443542800835859,9.390942596843477
0.06639042492360314,2.0584078370042596,-0.7278522862175052,4.731310607706044,-7.017399969035824
0.815597902462418,8.404947977231927,2.3653120873550915,4.5525390097624925,-9.892603097476023
0.9472886291592193,3.0498716561132495,-0.5931959804203988,4.68164083335236,-5.640077620272188
-1.0464140372085178,0.41318165001597995,2.1462162642010223,-2.608070671091066,6.332421448340401
-1.7897024900119227,-19.85896178500211,-1.3039803207592975,-4.549450686719812,19.45261503021636
0.6137362739094838,3.804229730591528,0.40533094250640866,-0.5861749357210093,-1.9739953363641947
-0.08906524636180713,-8.779306910730845,1.3994001993521277,-1.5114239938479193,10.669842362642651
-0.6091186673268272,8.01974661840017,2.179779875775937,2.4895611529742157,-7.039521612523746
-1.468100172586464,10.431319230521886,1.0383112179192597,6.050017839621908,-18.116371468533664
0.8985353995749374,-1.095828069144398,2.116983228536293,-2.952381435740931,7.762184348007978
-1.6343307127425462,3.651433262046455,1.514925563640946,-3.4787360178544886,-1.1177678769094759
-0.7678802724802298,-4.393534992627636,2.3695024006753034,-3.148753973789548,3.8389623790041765
2.5591514475708816,-14.136113278355865,2.3634426405975955,-2.352941447560192,16.93896528167059
2.1919215924068887,12.288362626214225,0.626743175536788,5.813579890070086,-18.044409481066754
-0.02756167166398349,5.708369207969022,-0.7556121927613377,5.022625999607772,-8.479942478630395
0.02505588043496587,-6.816435217441711,-1.6994743774144387,-0.7110270605412357,5.349657170184445
-0.7331743151953751,5.066338766194303,1.4848564999177594,-0.22671027324608817,-0.6163176717208803
-0.648031389635138,4.7928377930294905,-2.0284820455764785,3.126693201884208,-7.852289239548192
-0.07061258473459198,-4.2013458894221944,-0.674909176585551,-3.064574258195206,7.784445602036473
-0.14389434932659295,5.748002857148659,1.3133225150629952,3.6045221407019294,-7.592978159050185
-1.2725618328167965,-8.887532756095219,0.3105196638570433,-3.245480941197674,10.83858736221374
0.21612372733871688,-10.101456219594075,-0.611157448805665,-1.8550324443175095,18.104939822904647
0.1814507226969413,3.703296130037576,-1.5825233566785757,5.0897098707931745,-6.3601166725019675
1.456623835391845,11.894779172386523,-2.9953280343911057,2.8533554508000885,-11.579165327213978
-0.2398154170783,1.8230068935567312,-0.7554949405992186,4.786722161126208,-7.378711347240483
-1.113868763339127,2.7417930689003116,3.125437768949832,-3.293482404744561,2.0434525842329863
-0.19885542396456168,0.5353127887082203,0.3907619421734372,-3.5735588912184033,1.0185645955791176
0.37024870140676214,-7.457549154949751,0.8034681761313829,-3.8951884595354587,7.600253899637288
1.6691313125734126,4.677609504904268,1.8275264884671962,7.840765815914075,-8.296248853619378
-2.155412343881803,4.614753558911953,-0.29086987218577587,5.179572687920148,-4.563340127610346
-0.2385132408578574,3.8233973226120526,-1.3102769178052256,4.432675606698882,-5.431472783585338
