Country Name,"Worried about not having enough money for old age: worried, income, poorest 40% (% age 15+)",Financial institution account (% age 15+),Borrowed any money (% age 15+),Used a mobile phone or the internet to pay bills (% age 15+),Owns a debit or credit card (% age 15+)
"Korea, Rep.",0.40125427107160505,-2.3328199738328745,0.46268885328690595,1.96640258785419,-1.8947159767299582
Kosovo,0.07489493610764697,3.681796447766219,1.626078422046632,-0.6930278588951579,-1.043555953485214
Kyrgyz Republic,0.5855733061221571,-4.112004813225846,-0.46552059005840896,-2.4848372352571397,4.485628085324059
Lao PDR,-0.18999510112211482,-4.111349344745226,-0.02591043796962733,-0.7557666076564651,3.4401033253086544
Latvia,4.065192296472031,3.615675637092179,-0.5741627944936982,-0.18530353037622938,-7.926699601311665
Lebanon,-10.02837190105582,-7.611175269910849,-7.144570387107738,1.999226207826645,6.814506512799646
Liberia,-3.9366589392975175,-0.4888437184228134,0.6042263579608547,-1.3728614350220623,3.885187139256386
Malawi,-8.2897421526525,-2.771452691066864,2.2973615392511064,-0.2370491715921874,6.379626089169647
Malaysia,-1.708426069584994,5.5724721920342475,-4.269542262491736,1.7201167717312666,-3.6283299015716004
Mali,-5.973962712141281,-2.6869128227320975,1.9338177171288642,-0.37875732480292257,4.857303827703838
Malta,2.154778844091548,4.495588524240131,0.9722346566461662,2.896454008246616,-6.559210763006961
Mauritius,0.6805517630879101,3.1764056918601655,0.7402922250297301,-1.1291420123829823,-4.910947375321829
Moldova,1.0192592602490498,5.360109886794257,2.8708066597612545,0.6632821701621783,-1.2053190729001226
Mongolia,-2.71052769995465,-2.9564949607705486,0.7285104087762186,1.9606844226858584,-1.0133030430537238
Morocco,1.4033393041641393,0.47941033746094464,0.3634957717416612,-1.1982244681542495,0.9153661073778114
Mozambique,-1.2326316950983776,-3.4802376970770417,0.42066584513876837,-1.0876679077559372,2.54461145941631
Myanmar,-7.850759944766937,-6.4233903746521115,-8.253319588475646,-1.8577615053239942,1.1488672961031092
Namibia,-0.17010909128888219,1.4635142789861564,-1.535570185070599,-1.717261797953515,-0.9910217514006969
Nepal,-1.5768842224144795,1.8166349735295972,-2.2472365979238127,-2.190780983977091,2.9725610819986015
Netherlands,3.164593559269373,4.215845151353739,-0.5293438121404774,3.469129725268422,-10.657858288826258
New Zealand,2.660672289249603,2.498542475124504,-0.5491979181650772,0.687124494597509,-6.387943635372843
Nicaragua,0.9291310941817663,-8.477801413896051,0.2879358713951916,0.2673865634871069,9.8955006471937
Nigeria,0.006366084821046281,0.7776509342257651,-0.37304330133040076,-2.0095301151032445,-0.19363919841416344
North Macedonia,-1.2153180523679952,3.8269200567635573,0.24799965279393654,-0.37691099860113897,-3.8464005841979976
Pakistan,-3.054884790831931,-8.67752080680565,-2.546138387523256,2.015545192093441,12.877922664260087
Panama,6.704182831742148,-0.03486025615737365,-0.013487568610418776,-0.36054541137744867,3.6624839259295214
Paraguay,0.7048828707836101,-7.630223343282837,-0.9295914094954218,-0.7563477380766814,8.35139328995059
Peru,0.5336025473438628,3.982059472619561,1.8430121695845685,0.9237158431790586,0.17676864507445167
Philippines,-3.6970538937058492,2.193159735614297,1.5665539822316616,0.025458443241321793,0.28286109091423045
Poland,0.11529478459239706,3.045895190877145,0.5571874670302999,-0.3532502665916195,-3.323852338825376
Portugal,1.1485042418404303,3.9069719282500963,-1.0243691881555517,1.528726137155632,-5.949159513914547
Romania,-0.7597357258246116,5.333748522806311,-0.7091344160592596,0.07368846995215739,-3.5647182369358696
Russian Federation,-0.7289031258669764,2.4927511356908267,0.1289958475835029,0.6424292996133998,-3.1095334760674405
Saudi Arabia,0.10974126983586086,2.6458378120894084,-0.8987450456880848,-0.16321507631969823,-3.839099632303497
Senegal,-0.4074446473030635,-3.604242308764101,0.43060928746507177,-0.6536777390307396,4.45250069174572
Serbia,1.808689200130944,2.8399854026079137,0.6706403907464717,0.04686776271848059,-3.4450896101319364
Sierra Leone,-2.2101707475948995,-6.155094532949462,-0.7641748206822268,-0.9887432214961231,7.921718700038711
Singapore,0.4108011564704048,1.7674370452752646,0.6939494360884435,2.148770592666094,-2.7673603646204894
Slovak Republic,-0.7831030419084017,2.6081974303168263,0.18544434205646465,-1.025932349914917,-3.0873826048938926
Slovenia,0.8425653191768339,-1.0855344555477517,1.4934824641896292,2.6020380719751723,-1.2385335944484197
South Africa,0.7964586838471273,1.4523585066975468,-0.3958039769915413,-0.2355396777077421,-2.1019858572172936
Spain,1.7746070616965777,1.119732285540084,-0.14062981192417956,0.9006369280922746,-3.8476510408289037
Sri Lanka,-1.2339924896510754,2.1252374750307212,2.8850747819804403,-2.8723138284509773,-2.616001654089412
Switzerland,1.5239527468206724,2.7231517457952603,-0.914436845516267,2.197383025300813,-7.14614570169399
Tajikistan,2.7143382239412284,-4.549261817138536,0.22956731860529622,-5.268963689828464,10.714531729166668
Tanzania,0.6554486782616538,-8.116093185363408,0.05341429144567744,-0.8346016676562882,7.460433535050968
Thailand,-0.3843074670053224,0.061561988011124336,-0.9463483022613006,0.7457973447331132,-3.3717024354170384
Togo,-0.3631234558113814,-5.287886336312518,-0.053697583723426145,-0.9905481672155338,7.55314978244303
Tunisia,0.16458368343998453,-3.282147437692652,-0.33313099618315656,-1.936487334744431,3.333657326983217
Uganda,-1.1077056283386084,-0.5645048449158461,-1.0410317241892484,-0.8469719969661815,1.459798414256333
Ukraine,-3.7658175824711444,1.009753016773881,0.23916707054970088,1.961156826771112,-1.429192110074824
United Kingdom,2.2726331329454794,3.680617383949933,-0.008963728636624424,3.1261559818368037,-7.150630961154742
United States,1.8994573035928235,0.34171886066467416,0.051033568257242035,1.3803226386520069,-3.500533223524849
Uruguay,-0.2863619695051598,2.9337172789068235,-0.7117131618365888,0.03922501314786375,-2.8011679318260274
Uzbekistan,5.664836384432285,-2.6800748030508474,-0.06267321009127613,-3.105425076805516,2.1990640343392798
West Bank and Gaza,0.6349291230321743,-4.633649601437053,0.4280230870053048,0.05474094547586561,4.94608219907654
Zambia,-5.761426492702107,-2.0554195464900142,2.8720148644833983,-0.3174731274577378,3.446981911185792
Zimbabwe,-1.2786785617613048,-2.8044506156011937,2.066448231236988,0.029106848546108344,2.3561558760199173
