Country Name,Worried about not having enough money for old age: worried (% age 15+),Financial institution account (% age 15+),Borrowed any money (% age 15+),Used a mobile phone or the internet to pay bills (% age 15+),Owns a debit or credit card (% age 15+)
"Korea, Rep.",-0.15756177936562454,0.630319468710713,0.54845258413616,1.4828226196222571,-3.905493261456758
Kosovo,0.6937067749198715,3.1736748651527513,0.8587028336980445,-0.42663895741821056,-0.5548845294561966
Kyrgyz Republic,0.5846050554005879,-1.5583259410877546,-0.6083669716444398,-0.386206909978666,-0.059018920863073365
Lao PDR,-1.3963055379058127,-3.572096577049796,-0.6402044986660669,0.1773415502280815,2.4554539289422954
Latvia,2.542110681077265,3.469425109041108,-0.7330145303602891,-2.536590853236702,-3.7518259632477653
Lebanon,-7.329522012710827,-9.239802650467336,-6.346030742561661,0.3590931000212354,7.183356145273983
Liberia,-4.817068138769099,-0.9357597938144058,1.7281537926734911,-1.8929538772121743,4.521413698842999
Malawi,-8.06039176531839,-2.552213116919943,2.627643670342402,-1.0502216926796297,6.376658462397469
Malaysia,-0.1935993221737693,6.895996920524764,-4.444378163224185,1.5497063511602769,-6.172684547165499
Mali,-7.1988668960029765,-1.6186088913057022,1.994382539644619,-0.9264299429169087,5.39159651829765
Malta,2.3004516361821077,2.737899681965544,1.1005468775106668,1.3523799111163286,-3.4250965085461287
Mauritius,0.7541875400154512,4.210345398174496,-0.9357663835542176,-1.0502563917357077,-4.397670140929005
Moldova,1.3527662162855147,3.5946059095219356,2.965664113939903,1.0874159209765368,0.23666379743901622
Mongolia,-2.4418676551848604,0.9545390022862608,0.23697958598550328,1.765222444110889,-4.5217003459120395
Morocco,1.7279071512730728,1.1491560254651403,-0.11208274174087207,-1.0831363007766606,0.19432087038007273
Mozambique,-2.4394000811556555,-3.3891832507390554,0.6520495784420755,-0.03389122895079044,2.409374151070564
Myanmar,-7.523637491748573,-7.043948697578223,-9.106627056033936,-1.199443027609174,1.4303043766566503
Namibia,0.6715003535642649,0.8615269386506348,-1.4436173093992952,-1.3724124145990106,-1.6151841587669413
Nepal,0.030333060707622206,1.7553894687483673,-1.770444470079685,-2.0631978479999296,0.748027904782826
Netherlands,2.6802575614541784,3.6797388963266977,-0.4925058382057905,-0.296099795843209,-5.917218188775634
New Zealand,2.0123731448712645,0.9323156103148396,-0.8302947992320018,-0.04616556058309973,-2.8992557086213986
Nicaragua,1.545291152246516,-5.934616160809689,-0.6316729106124095,1.2634000182449714,6.716296519522701
Nigeria,-0.6424652047231583,0.10392421836006782,-0.07562811965659577,-1.578867522536288,0.22872234339688102
North Macedonia,-0.7347440721105489,2.0454135797502393,0.2735691040506075,-0.7482215006612656,-2.3028641315609644
Pakistan,-3.18498168884196,-8.645169543336433,-2.503755103527416,1.4731966081622456,12.240332494442164
Panama,6.869730612516619,0.8875912202188898,-0.0033663369705370094,-0.2620435956360021,2.410892124244124
Paraguay,0.8292988468966209,-5.455002010099125,-1.7269072208258929,0.801731886965996,6.518557641730197
Peru,-0.7788629543958772,3.1321152097386373,1.5016312470173894,1.2170029299254987,1.8724031131445384
Philippines,-4.168956946528102,0.6904037036208035,1.5860569987800086,0.009431625988997494,2.2216756109796965
Poland,-0.37334144727980734,4.419322065478011,0.4243796486320359,-2.5141894716462527,-2.3032545953390624
Portugal,0.5586361196907359,4.435107791285594,-2.1487569076318778,1.3345932636808855,-4.680526300238321
Romania,0.31239460366258975,3.3094220245110995,-0.7434649350012154,-0.28329689077511144,-1.9430282805053682
Russian Federation,-0.48210479927765637,2.95707224734106,-0.32293215658853214,-0.86708085636043,-1.8272807864262426
Saudi Arabia,0.5031055204825896,0.862633328469104,-1.2684936600105816,0.14959072817077043,-2.505027649097928
Senegal,-1.0629433100667531,-3.6878801231771,1.7751509937691117,0.6534938031054776,2.8632878503313606
Serbia,1.252839142483249,1.1799100045588333,0.5310430225912113,0.5685640104540897,-1.5707946159117867
Sierra Leone,-2.186779062437937,-4.817049288116699,0.5251326310839355,-0.865086910336907,5.196083738430726
Singapore,-0.038990754773653435,4.454011661126382,0.942842666321523,0.61706804905866,-3.779518427120081
Slovak Republic,-0.4972038916028722,4.7509727640945005,0.18691610747756748,-2.907378443765472,-3.260701345842104
Slovenia,1.3151132056339239,2.2634231639861437,0.5692349865061761,0.6129433595571392,-1.9985525071809471
South Africa,1.114247362335871,-0.4876721565302948,0.04875529894171837,0.6922776369663701,-1.9421417108305354
Spain,1.4320912775934824,0.04107073943520145,-0.16015957635332523,1.0922085247894482,-2.5790439375866345
Sri Lanka,0.460296997989718,1.0772747407257999,1.6387846575262088,-3.576125492170779,-1.3375694343377176
Switzerland,0.8177587927165944,0.047018439721961514,-1.9921943771944446,2.5563832702404445,-3.103419606289929
Tajikistan,2.342514200528554,-1.3996019165865108,1.442401969593431,-1.7679921359340216,3.2491202453184016
Tanzania,-0.3490128375048993,-6.067982711044705,0.5415258874280191,0.8736676335471483,4.199191310746788
Thailand,-0.04215994426050851,-0.7706300210985879,-0.9643394978551192,0.32715993994170744,-2.4561432098755547
Togo,-0.9144879123035343,-3.9420305473638857,0.1667183269357384,0.4278358135412297,3.9802608336650653
Tunisia,0.8763835277745267,-1.1015885636598886,-1.0217401349140127,-1.2063084413486993,0.5365010989349792
Uganda,-2.5923879179945026,-0.959169029585647,0.10998657019716473,-0.11215801377204393,1.4503910458690012
Ukraine,-1.5544357074520505,1.8204316129646338,-0.8136482537649551,1.813390243645554,-3.2855903410448803
United Kingdom,1.7935048845257011,1.6959684068258447,-0.8396334465798896,2.8505007035591188,-3.3334327493378
United States,2.03700031248787,-0.4106938639412381,1.0035610085729516,0.7670447635113358,-3.0587805180469467
Uruguay,0.8491788917762302,1.1351363791965974,-0.4223123325513898,0.3468601270821945,-2.8400706434921883
Uzbekistan,3.9040794747689382,-1.1911668817939203,0.5910549850870982,-1.208309442940994,-0.18784269229769057
West Bank and Gaza,2.231473768928088,-1.8207364653224285,-0.8440699779757131,0.17038757141946334,1.839686694669441
Zambia,-4.720787823758089,-3.428572097340311,2.452318192695751,-0.084449199019486,3.9460313577909756
Zimbabwe,-3.315229419480355,-2.917557486379283,2.9914372091243844,0.33441143349667635,3.4159698339498865
