Country Name,"Worried about not being able to pay school fees or fees for education: worried, income, poorest 40% (% age 15+)",Financial institution account (% age 15+),Borrowed any money (% age 15+),Used a mobile phone or the internet to pay bills (% age 15+),Owns a debit or credit card (% age 15+)
"Korea, Rep.",0.7606494982448875,-0.23837810818805627,-0.17365625029403375,2.703997435206619,-4.496398869041468
Kosovo,-0.9458721995681976,4.039389274689389,1.1019981651772128,-0.7385002968529253,0.06805782303628582
Kyrgyz Republic,-0.8058962557231453,-2.1680828188589425,0.2163450788476644,-0.5871464306106975,1.4654824922446585
Lao PDR,-0.6258094935393457,-4.2634210412944205,-0.2160166601162734,-0.8744637871886813,3.1871389982236873
Latvia,0.42883581728136644,5.939629025464475,-0.46678067612193175,1.2219665416406835,-8.045966547665724
Lebanon,-5.3605559994762935,-11.449340483215305,-7.3400177622893,0.31603726423788103,7.95539660530255
Liberia,-4.238934683485933,-1.5413216615857772,-0.37658693962125245,-2.345175935287993,7.0300866323687465
Malawi,-5.6027441292560445,-5.162581439412882,0.6555416010107047,-1.804182933177744,9.424718310847352
Malaysia,1.3740768256464397,5.055718718226531,-2.889162063320688,1.5212099422592162,-7.597127800487838
Mali,-3.666451722249013,-4.834848396113674,1.321597436266682,-1.6372161082341319,6.8321741816987345
Malta,2.990894632692518,4.39752190026586,1.5085308674601885,1.210020975872606,-6.4232277032388385
Mauritius,-0.7708206473845978,3.976866896292119,1.1482949107313005,-1.0060223510442352,-4.757814983010148
Moldova,0.6050011492912306,6.241309489959458,1.793451960414945,1.0465698535059333,-1.273110439758522
Mongolia,-1.1350257652054636,0.44850168669388896,-0.2555521229818434,1.7615098079024367,-4.9530788920557125
Morocco,-1.67927806897954,1.3582638043355177,0.8499013665774162,-1.5307094734595013,2.3523192296799644
Mozambique,-2.992663134960699,-4.237950230207746,1.0947725495769798,-1.4669703548567807,4.8100410731939185
Myanmar,-4.023144214409175,-8.627300746891116,-8.220749086952598,-3.5302652563484926,1.1775204666728385
Namibia,-2.319123244601943,1.9373124317084534,-0.7609795054273016,-1.7674036124912686,-0.04213941723643666
Nepal,-1.8890490995765767,1.6984896111723962,-2.715795176758876,-2.6786084324755235,4.39851186906972
Netherlands,5.134263825356729,6.422743948564526,-0.0006585672136596443,-0.7959237733724329,-11.21786666810824
New Zealand,4.584344833205109,0.7083624078579689,-0.650421483809716,1.6168631689537927,-8.531744226953675
Nicaragua,1.7590258327310595,-8.571238584769604,0.021719370672520277,0.4805046232088914,10.908350415230778
Nigeria,-2.810995194911052,0.7910936023580053,0.15702438205476965,-1.8647423510595305,1.6273438386371306
North Macedonia,-1.1944906831896573,3.981747757435186,0.7340218113016852,-0.5375778146869254,-4.4777303465815805
Pakistan,-2.0882025185066517,-11.523335231449199,-2.9199779747350902,0.8248671843117252,16.032121607788692
Panama,4.956239307528569,0.22107933546858316,0.23246561151909395,0.8992259101466731,3.500707865090164
Paraguay,1.7458097990491082,-8.54940387636561,-1.5232766399326634,-0.719430701206162,8.459124774348451
Peru,-0.9682381782799707,4.122491892749446,1.58907337250003,0.52156529125639,2.2157492868827884
Philippines,-2.7330523898997936,0.8164124465571269,0.19787514918183402,-0.7860992486131657,2.8698749902359486
Poland,0.07142620742001649,3.711645132535306,0.8493626160700609,1.78629646865601,-6.10306031186051
Portugal,0.7103516787645923,4.836223983771268,-0.7199597897173646,1.9870576292561055,-7.1620060655281765
Romania,-1.0293485942297471,5.298013045279381,-0.5875228690797489,0.7472320760548561,-3.5547587955342754
Russian Federation,0.21735240708047154,2.679920956900058,0.4392365274940886,1.4573328263382592,-5.297876465314642
Saudi Arabia,1.0001360362973362,1.3789140343040054,0.4149674181672991,0.9409378130878454,-6.0591046220855285
Senegal,-2.978840284388765,-5.109960799459264,1.5906567674374932,-0.6784396741025542,7.902446946854606
Serbia,2.2164512867624286,2.796747280424823,0.7739936679434978,0.22729251892024704,-4.074495118059701
Sierra Leone,-3.8728648003144617,-5.518211375611289,0.15480253996002702,-2.1377634971553015,9.363474333267419
Singapore,0.565902271507932,3.4475579322930034,1.2216414172514165,2.993325318376724,-5.814541142512132
Slovak Republic,1.6006204773201453,5.110635874028983,0.2041564168792971,-0.38927057785830366,-8.407801894448943
Slovenia,4.309180578308543,3.41740290662778,1.0383930342306673,1.3623112932354564,-7.141928541103297
South Africa,0.43958048911422876,0.8696831977787425,-0.6924762075525958,0.590727977185441,-1.7019638062583051
Spain,6.327955255228346,1.7351614617199989,-0.2188569370521254,0.8837394183588074,-8.116149938963268
Sri Lanka,-1.9000626489332755,2.391235290040534,2.714117822613582,-3.014853406146302,-1.9563058119760002
Switzerland,3.049668618686427,0.483091038991168,-1.7377399585070015,1.6890219015613968,-5.545864889271889
Tajikistan,1.2346209182561774,-3.8046463208115773,-0.9587008855350803,-1.107678938651798,8.576929908825186
Tanzania,-1.676099213154802,-8.073242490017483,1.6105646100132245,-1.2041980348970274,8.260411892348065
Thailand,-0.4541622152947684,0.958862358931394,-0.965379019881921,1.1744221560234567,-4.40262319318792
Togo,-2.504381628805115,-5.414550107125183,1.1870526672476411,-1.518785731174618,8.85878823780764
Tunisia,-2.005264582736216,-1.3078624952113849,-0.47947813379155635,-1.5590652194175805,3.293281922757394
Uganda,-1.7013049331659946,-2.22136806549714,0.2919527139577025,-1.674062117369556,3.330648698905136
Ukraine,-0.25231002521865475,1.8466304949893322,-1.6535333326308368,1.7673476362701004,-3.488523433308556
United Kingdom,2.537813419528495,0.620208681531222,0.15685744481379427,1.7111738889033639,-3.561330222172865
United States,2.1076743779336873,1.8518895401947102,-0.36932751149823995,1.994110342806366,-5.4555997353586
Uruguay,0.3347835489458222,2.726390626516115,-0.8082805381264535,0.795035240094637,-3.862974521594265
Uzbekistan,4.253408983746671,-1.734343680504558,-1.8720433109715036,0.013247813334739011,1.4109474672581404
West Bank and Gaza,-1.1267324385679478,-4.011634822684025,0.49921641988936605,0.6003102657754109,5.319083847874495
Zambia,-4.458356678030627,-4.241761331111656,0.1953431233439229,-1.282848876508142,7.994015426859338
Zimbabwe,-2.7634452732640233,-4.664739292745013,1.6145983984171437,-0.5001277185844626,6.603954706992743
