Country Name,Worried about not being able to pay for medical costs in case of a serious illness or accident: worried (% age 15+),Financial institution account (% age 15+),Borrowed any money (% age 15+),Used a mobile phone or the internet to pay bills (% age 15+),Owns a debit or credit card (% age 15+)
Mongolia,-2.9235434807146294,-5.135951083084651,0.22738367621964017,4.425626585986651,-0.63584879994632
Morocco,0.3133917646352301,2.822931875003487,1.7240416689912008,-2.764902775318084,-0.8321044692375055
Mozambique,-1.1419465395516148,-1.7234432153718915,0.058679729720283014,-2.9440543240342505,2.9594425093769208
Myanmar,-4.900752806909477,-6.460408754035543,-6.5052143175220625,-4.8981221164303825,0.2602405793742548
Namibia,0.2302548239826483,3.9823688821362833,-1.0119555800931828,-2.417512131388662,-3.6995170536547035
Nepal,-1.6824611625782484,3.892808737992727,-2.380397361068419,-1.932420248703591,0.8200603093516441
Netherlands,4.353727981960205,1.8928911688601868,-1.254476119554222,5.166429840557593,-10.575358602878639
New Zealand,2.313376786016864,-3.710371204574787,0.9880360064233686,3.4368352935169657,-4.06526846321157
Nicaragua,-0.25325246344554486,-8.069959506776678,0.8591481581849632,-0.9352550447403294,13.192207177000252
Nigeria,-0.02147260001382381,2.4951965541109096,1.017635465472078,-3.1598440218299797,-1.634822313357943
North Macedonia,-1.2783415520533317,4.676876019998571,-0.3573157223032726,0.25223932574119234,-4.7167985112940105
Pakistan,-2.126059583156799,-12.250471955364473,-2.1061391167857266,-1.2049268665081847,18.559097912762738
Panama,4.275247177863837,1.5310975355178051,1.9142436021899343,0.20033252707013727,1.894563369333742
Paraguay,-0.9463151247900443,-7.242639475138933,-1.1723371930734219,-2.3886446765339073,10.437503042197498
Peru,0.45330279494713643,6.285762613533223,2.0853732679137824,-0.5595603382026191,-0.4008645723283877
Philippines,-0.7745066607065529,3.8369851965237567,-0.4872028236389174,-1.1318808530658233,-1.0159102319573245
Poland,-0.05954526020878692,-1.9895745655837958,0.09189541276141422,3.80446274274565,-1.574027094461704
Portugal,-0.20391328049481494,4.037225198245089,-0.685314373735554,1.8996160783892089,-5.522553189472978
Romania,-1.5648474342878949,6.380378704788789,-1.0060328659345958,0.8436867452072025,-4.2459571889286885
Russian Federation,0.5996009914102317,-1.4831142526319048,0.20196733805917289,1.9685645812652326,-1.948229543432594
Saudi Arabia,-2.3639921415045104,2.24110143436172,0.1366499457840893,2.1535646003256783,-4.308913172118455
Senegal,0.22168725489060104,-1.3647636224624988,-0.6986919002565515,-1.4619498879761537,3.6150475778771813
Serbia,1.6254503620748286,3.2980433598531045,0.3792772929937467,0.6242954875803721,-3.9543848675029727
Sierra Leone,-3.503109946950808,-3.88762123323235,-1.6319870542050694,-2.8254116070105244,9.762096954916078
Singapore,0.4307363501383028,-1.2298148328848917,0.25753840765526714,4.238025621010095,-1.4170360328760117
Slovak Republic,-1.0832471050965085,-0.4264825604570571,-0.9086556847580036,3.1408320749011813,-3.1166488698792763
Slovenia,0.813647274398396,0.7903756644630477,0.4101511961226567,2.6656701121119815,-1.9991574705337385
South Africa,0.6020945929535575,0.8882715017011731,0.5641379474552723,0.6779410283810581,-3.305350588964445
Spain,2.2759902362256756,0.2181511994528087,0.35831998446062174,1.8011458753657563,-4.543878240252219
Sri Lanka,0.08075317213242728,2.9350325929084153,1.3685707882127507,-1.6391708101515468,-4.594414804386538
Switzerland,3.1262362619686384,-2.519207479398209,0.013265305315747988,2.0279532335001247,-4.317287935749283
Tajikistan,-0.17103125861965252,-3.260621323552467,1.2630968910277431,-1.7960203130681611,8.0403268331337
Tanzania,0.6716113417501317,-6.221459681580262,-0.09791276812659877,-2.012707572976273,6.564100655658601
Thailand,2.031581599984717,-0.9065303617112735,-1.4660764540411604,0.42478332684310854,-3.964006450606446
Togo,-0.6855657575975864,-3.0287748968866706,-1.20177314874487,-1.9866605400278514,6.98400272185398
Tunisia,-1.225001382467565,-0.6745958498338491,-1.4668525078319519,-2.12199821751342,3.58465125830756
Uganda,-1.1071254158758923,3.143210048176744,0.5261823959350147,-2.4846825687171785,-2.1427165057344495
Ukraine,-2.367654111915103,0.39959899880378863,-1.0204972595048727,3.210767459072804,-2.277179423949958
United Kingdom,5.7988287576107735,-0.39153571521737085,2.262998283985006,1.4519279815605763,-6.961240660606261
United States,0.9140515275666558,-4.065511569936982,1.5147294436998247,3.5809602041050415,-1.7308219908246942
Uruguay,-1.383268061574286,5.395955709203864,-0.3114774251059309,0.022025005479147097,-4.6207805994277145
Uzbekistan,3.9434365992491522,-1.0526117670010944,0.38981530841720696,-1.2923037039667509,0.04930208935400082
West Bank and Gaza,-0.5071617567299018,-2.9448980590953715,0.2900968340200114,-1.6189748361637308,6.531962985916062
Zambia,-1.1285842271576065,-0.8117523082463789,-0.6147799123053366,-1.849520315364373,2.647412984953798
Zimbabwe,0.24766633669140603,-0.3539386606478254,-0.29863708000101385,-1.348576035444879,2.359906240773033
