Country Name,"Worried about not having enough money for old age: worried, income, richest 60% (% age 15+)",Financial institution account (% age 15+),Borrowed any money (% age 15+),Used a mobile phone or the internet to pay bills (% age 15+),Owns a debit or credit card (% age 15+)
"Korea, Rep.",-0.4133646347704568,-0.30579906142712365,0.48654499851592614,0.5720369172399205,-1.7504350699895017
Kosovo,1.520306548826381,4.375648896766854,0.563637583595821,-0.2617207084408242,-2.5168081169743592
Kyrgyz Republic,1.5098145438366564,-0.8729704703571977,-1.2149916249522934,-2.0229133927229106,0.7587404977144718
Lao PDR,-2.8510303047709855,-2.4048662943225905,-0.34529918697023865,-0.7244067674455539,2.764855019494245
Latvia,2.7362686026251355,2.554498604862557,0.30346326722814787,1.2803380459627114,-8.007305799357828
Lebanon,-4.444234695883317,-10.395624914719765,-5.103426819526145,-5.290983858593606,9.653231974672575
Liberia,-5.345293569788044,0.3190904433324184,1.0455189896437629,-0.8938534736475781,3.496615825202211
Malawi,-8.426003367925249,-1.5133892634379604,2.056009207669046,-0.3918122743345318,5.777368660680922
Malaysia,0.6001931656366146,7.036184785580565,-4.5478367475251815,2.453492113928756,-7.951424234082305
Mali,-7.870457315057181,-0.859397937886424,1.745882303557647,-0.12822601983184878,4.59568654928251
Malta,2.1545617709799494,2.461704559186775,0.9111183431602177,2.3586586790187942,-3.7164349703969233
Mauritius,1.1629546831796724,5.664426882144703,-2.663989846586773,-0.018040466676267464,-5.4472631151208395
Moldova,1.2116078584975671,4.80467718953237,2.624263217804459,1.3964202243287271,-1.4462859931734489
Mongolia,-1.838242302745105,0.9123362097837845,0.357730135871896,-0.5636509797435281,-2.7803133391236914
Morocco,1.4969886083681767,1.6396557657478947,-0.13877219963269227,0.38600509119658155,-1.4872391483978404
Mozambique,-3.94440319023175,-1.2505006823134166,0.7187999957609164,0.1879474543917019,2.3346139962995958
Myanmar,-7.930833839357781,-6.373855267804858,-8.220809040887158,-2.7989743940679617,2.0933409021910343
Namibia,0.25603675970170625,1.7482268033407276,-1.6205344062161369,0.06989317481299195,-3.352207404962766
Nepal,0.27790874686621597,2.051071141130619,-1.6901074881725249,-0.4792319909307207,-1.3819139022197484
Netherlands,1.7406482701007286,3.2681415139487617,-0.14444507011425145,2.89455117071107,-8.197297701359798
New Zealand,2.2815848486563337,-1.1292871127059971,-1.0934147581818678,0.44199493681054797,-1.4485232969852058
Nicaragua,2.572486299616239,-5.638454759290957,0.5031361080081203,-3.01287764080759,10.031431991223666
Nigeria,-1.5159372313934196,0.4866854997564701,0.901648092029433,-0.2180899138109817,-1.424658965487259
North Macedonia,0.6411376125317236,1.3453137714484744,0.6100864094337854,0.2321936948891663,-4.064758407262589
Pakistan,-2.424184148453911,-9.704200407801263,-1.2576474662156123,-4.042500750558244,16.66610383821211
Panama,7.235407178342842,0.6105811425594467,0.12974555752679695,-0.6416147306228592,2.6901275732252863
Paraguay,0.31714952934039786,-5.552701195574853,-0.6215056665674039,-2.502791098452452,9.51901555546792
Peru,-1.7635947707669488,4.448145416331052,1.63109925479512,1.6111793978717155,1.0936816729997174
Philippines,-4.11236858744384,2.369800740197691,1.1107984411537999,0.9219428242321906,0.06294145437147958
Poland,0.1693772385336585,3.1544681770869185,1.047276123572416,-0.87262832566532,-3.388883141710454
Portugal,0.7847388772033721,5.467287173450973,-1.943371318520417,1.7149912260049724,-6.41360347179577
Romania,1.5264948637888187,2.131917064363631,-0.4443121436039701,0.7661760722823949,-3.400997904411895
Russian Federation,0.24253229347982685,2.285762658964724,0.2721710253066174,-0.9638489775781766,-2.379671240345413
Saudi Arabia,0.8451352715530053,0.9974178312130313,-0.968793600392602,0.26371566154530435,-3.3901395181736076
Senegal,-2.702026354119055,-1.8480807918942384,1.5788464928293697,0.42443915679461564,3.181251845377003
Serbia,1.9862831479020355,0.4586501861067003,0.8857126210445119,0.6560763313325828,-2.0945875119992627
Sierra Leone,-3.086675688858718,-4.969629621471645,1.1740067681774482,-1.485630162145866,6.486531398930729
Singapore,0.2788314435314643,4.273368325390678,1.2793269482078844,-0.2931733166888977,-3.2472158723759446
Slovak Republic,-0.0996986832553568,2.967371510268711,0.46354101817877846,-1.1984637481767955,-4.349380273410096
Slovenia,1.9100559035402616,0.9071865327019892,-0.062279633746708196,0.7789792052104434,-0.9121629606863007
South Africa,1.6134056407396495,0.15087757953637682,-0.46674953273362174,1.154117113525128,-2.9853753564732313
Spain,1.4003417500152968,-0.7708491562367481,-0.8332419890818135,0.21632178918417516,-0.21711912494765057
Sri Lanka,0.5697580077425963,1.9644765963755557,0.24148600975126677,-0.6756975169513176,-3.81903838835487
Switzerland,0.8430627049012008,-2.0373698207588387,-1.1883151890286976,1.5915948438382348,-0.984540462184188
Tajikistan,3.1261874660220146,-1.274045205166312,0.8130733859058823,-4.168213183153081,5.5265377751651155
Tanzania,-2.1370858191660798,-5.35252338656834,0.9435809170158,0.15537919883353313,5.410450357702669
Thailand,1.0208538483821292,-2.007768511773854,-1.4266881347411249,0.7145583200475446,-2.027783874538072
Togo,-1.6744914663434893,-3.734005379984467,0.33380482486583807,-0.5199971557170273,5.301386981286654
Tunisia,0.6153188971127015,-0.6992621104708698,-1.2412966887645904,-1.7501707487635074,1.094001182058964
Uganda,-2.433905898736192,0.6617204323212106,-0.8086507022592969,0.905806811180263,-0.34157168310933717
Ukraine,-0.565989586448587,1.541009248105975,-0.8968060273147321,0.5787614538898673,-2.58686087765375
United Kingdom,1.4690795309927585,0.6821299745200569,-0.5578970867542108,2.1917842987115144,-1.865350847606666
United States,1.9512848880390192,-2.3845238074523483,0.15135559075153715,1.0573808337962598,-0.6240565878186588
Uruguay,1.0761282132379124,1.6057465371234012,-0.44302315402596704,0.327081117651175,-3.1747924413103936
Uzbekistan,3.984331340912982,-1.3596712297652949,0.9440285879976763,-1.7339387614608064,-0.046481948334326395
West Bank and Gaza,3.7051702906650763,-1.3962885880643754,-1.0846402281875145,-3.043343176677536,3.1693931060889122
Zambia,-4.29434924660219,-1.676947104096758,1.405517327384734,0.007951663258574992,2.9479040587143546
Zimbabwe,-5.448101356536632,-0.32681883233087206,2.397226793319214,0.7234013022436305,2.8808295792550087
