"Worried about not having enough money for monthly expenses or bills: worried, income, poorest 40% (% age 15+)","Financial institution account, income, poorest 40% (% ages 15+)","Borrowed any money, income, poorest 40% (% ages 15+)","Used a mobile phone or the internet to pay bills, income, poorest 40% (% ages 15+)","Owns a debit or credit card, income, poorest 40% (% ages 15+)"
0.8330964297056198,0.5443188548088074,0.4333767890930176,0.148183673620224,0.39434030652046204
0.911320649087429,0.9756234884262085,0.5369290709495544,0.3491312265396118,0.8405516147613525
0.8548965007066727,0.3126750588417053,0.5714166760444641,0.021312544122338295,0.18821921944618225
0.8491305410861969,0.27010059356689453,0.32817623019218445,0.07879452407360077,0.11253172159194946
0.8349461853504181,0.21316656470298767,0.3111231327056885,0.0816037654876709,0.12828312814235687
0.8538961708545685,0.48458951711654663,0.5998023748397827,0.07667755335569382,0.3146945536136627
0.8598766326904297,0.43890103697776794,0.5552734136581421,0.025062624365091324,0.07292921841144562
0.32386958599090576,0.9933162927627563,0.3747769892215729,0.6848981380462646,0.983868420124054
0.36344337463378906,0.9687485694885254,0.6479474902153015,0.7262587547302246,0.9659719467163086
0.7807626277208328,0.17968420684337616,0.3121525049209595,0.034168459475040436,0.07930145412683487
0.8462835252285004,0.3252643346786499,0.5433242321014404,0.032973457127809525,0.24087266623973846
0.7974596172571182,0.7769087553024292,0.4627135396003723,0.18678463995456696,0.4341033101081848
0.9357015490531921,0.13553258776664734,0.30569031834602356,0.03738172724843025,0.038399841636419296
0.7341688275337219,0.3241299092769623,0.26427844166755676,0.08204363286495209,0.1805640310049057
0.8466946184635162,0.20591337978839874,0.2655125856399536,0.059555910527706146,0.07770480960607529
0.8855290859937668,0.4414609968662262,0.33882296085357666,0.06934143602848053,0.2547772526741028
0.9501336812973022,0.30295196175575256,0.556488037109375,0.1031385213136673,0.15300104022026062
0.7033871412277222,0.9392392039299011,0.4725075364112854,0.653713047504425,0.7892073392868042
0.689293384552002,0.8762024641036987,0.30747315287590027,0.34194472432136536,0.7985849380493164
0.754108726978302,0.5712010860443115,0.4190770387649536,0.2397862672805786,0.40328288078308105
0.7777228206396103,0.8468335866928101,0.5296466946601868,0.5107684135437012,0.5780205130577087
0.5837107002735138,0.6661063432693481,0.5602968335151672,0.5521209836006165,0.6495150923728943
0.9265942424535751,0.25285881757736206,0.5341075658798218,0.14541979134082794,0.08460231125354767
0.6166107058525085,0.8428136110305786,0.4624030888080597,0.13879187405109406,0.48915860056877136
0.8878754526376724,0.09865782409906387,0.5026649236679077,0.03146180137991905,0.003384073730558157
0.7218347489833832,0.9554890394210815,0.31716856360435486,0.47982028126716614,0.9058125615119934
0.7328725457191467,0.9083048105239868,0.4896314740180969,0.5859237313270569,0.8041418790817261
0.582874596118927,0.9761740565299988,0.4668036103248596,0.403111070394516,0.9241645336151123
0.8537266552448273,0.7588883638381958,0.5341542959213257,0.1762290745973587,0.49477994441986084
0.5019927024841309,0.97930908203125,0.5640500783920288,0.5130247473716736,0.9268548488616943
0.8899795636534691,0.8621169328689575,0.4325397312641144,0.04026297852396965,0.4482402503490448
0.3605111837387085,0.9948649406433105,0.7163628339767456,0.5488583445549011,0.9410258531570435
0.7477178275585175,0.3737257122993469,0.32825711369514465,0.022851645946502686,0.12532933056354523
0.8004988729953766,0.15021178126335144,0.36957666277885437,0.11273860186338425,0.0674867182970047
0.7343080341815948,0.9525117874145508,0.5367547869682312,0.35217317938804626,0.5851190686225891
0.6430572271347046,0.1910213679075241,0.49338826537132263,0.07115861028432846,0.06114373728632927
0.7804838865995407,0.299500048160553,0.49025702476501465,0.013807184994220734,0.12357491999864578
0.842510461807251,0.28482985496520996,0.7019071578979492,0.16806373000144958,0.10427873581647873
0.8526336699724197,0.797302782535553,0.570788562297821,0.4050564169883728,0.6843658089637756
0.22149616479873657,0.9956840872764587,0.6185842752456665,0.507267951965332,0.965952455997467
0.6223933100700378,0.9124563932418823,0.6198193430900574,0.5620266795158386,0.8466660976409912
0.7944712787866592,0.632294774055481,0.5052347779273987,0.18802380561828613,0.5216264724731445
0.6971200704574585,0.414951354265213,0.26287057995796204,0.08959922939538956,0.305181086063385
0.8283004909753799,0.1716841757297516,0.47281745076179504,0.005758115090429783,0.10020294785499573
0.9293738305568695,0.16208890080451965,0.48815345764160156,0.07609587162733078,0.029995549470186234
0.9415349066257477,0.17591683566570282,0.4733113944530487,0.14709064364433289,0.09393034875392914
