"Worried about not having enough money for old age: worried, income, richest 60% (% age 15+)","Financial institution account, income, richest 60% (% ages 15+)","Borrowed any money, income, richest 60% (% ages 15+)","Used a mobile phone or the internet to pay bills, income, richest 60% (% ages 15+)","Owns a debit or credit card, income, richest 60% (% ages 15+)"
0.3639311559468157,3.7024045247350283,-2.068384027843917,-0.07646292911597241,1.2417201808151175
3.71025936375802,0.9219973465083928,-3.5444644736094006,-5.878538663697698,3.326698883280374
1.0301482580082943,5.012373560953999,2.0199166088648486,0.8267238492654156,-4.136145948379154
1.2051124673279514,1.6359991886198084,-0.9829660759762361,-0.6035366819361151,-1.047534721086198
2.2137125399469184,-2.3651034144867493,-1.1269019559232283,2.5929400967061946,-5.232186755282768
2.7880283829595416,-1.025054289967803,-0.5702162399726012,2.3309584266182286,-4.391100251839325
-2.9423123166211496,-1.077236280538603,-0.3256329369026538,-1.4074970217441924,7.598069507182766
2.0516676236687448,-0.3735219626092219,0.9122937817934451,2.0774083340426106,-3.8644184659628245
-2.985604341690495,-5.6369261705240525,1.2217947270909129,-2.2704947789432524,10.83769354719323
-2.49605827481335,4.858630656674773,2.0523703963972766,-0.8563994980262675,-2.9299251966278193
2.1135336915840814,5.403006818063361,-0.9713190772614881,0.2551368679388992,-5.213783008490316
-0.1867501721030358,2.373366603595488,-0.6292283716910798,0.9917335759021084,-3.3281069766590483
1.1715638052378217,3.3626962648241143,-0.4961081691566749,0.7096123105787315,-5.807068160800338
-3.566311203139559,-5.361173132559825,2.203467261454485,-1.877116972340084,9.912546975629798
-6.5590984653548645,0.1286615882256834,1.7210941893788778,-3.343820561571322,5.668718265195814
-3.230091238451622,-3.436074488363018,-0.04458244911876719,-1.6484217111911108,6.451843361893893
1.2308654930343643,-3.3385420861739075,1.6132204993042099,3.868889212346196,-4.361342859636302
2.042221977982174,4.684369385826589,1.698111717180053,1.3651434583026347,-3.7370034556681713
2.9628637222566656,0.38082839936390656,0.9665311933563121,3.2046574136085884,-4.837519900439046
-1.0680335669734604,4.920646837267448,1.4584353152694405,0.6451010753027537,-1.3626789760581355
-1.2576033834652627,-9.644643367641837,-2.154753276813624,-3.472039265462964,10.636087051665989
0.3887911527735559,5.52092997184469,-0.9687539700085295,1.074631146405732,-3.728971293696783
-1.6346660696730657,-7.289915206881085,-0.7111197056605256,-1.419171296818189,11.658599436168807
3.102565626110337,1.2390220505811946,2.561848306659998,1.8914680044503163,-3.7886632645761686
1.6579843423603928,1.757715838098111,-1.140299936167889,2.9121796544719185,-7.134065472000495
0.37699794889933713,4.473882487469327,2.70031742433558,0.172890720217433,-0.9760837476508577
-2.5602023987446314,4.297858357469282,0.8740536479164467,-0.7296275013922238,-2.7643284097228715
2.5354299763495622,-5.9773669162234615,-1.6373533883941391,-3.8459736132363993,6.8302191453007755
0.7511802435366506,-1.0043586396321382,-3.4715790493568583,-1.3561727563160733,10.654012785446481
3.600309952596964,-1.1690445859460432,1.191409906686446,6.286150145224499,-6.949793800938975
1.8574954898375582,1.417750144661646,1.7560806396695847,1.2632460127091232,-4.773198072994435
-2.688692927777738,-1.728883651430762,-1.626987642153959,-0.7663738451620885,2.974958179570418
-0.4167807620482926,7.037535721086396,-0.27833206134989963,0.5414989470842597,-1.9364460451938603
1.9076223724916384,-0.7769621084454505,-1.1477149998684173,1.5379100323451391,-4.126686589805074
-1.6690132960644612,0.9316716714144291,0.6063045080420679,-0.9302777178603381,0.9782817577222445
-0.8546780502124405,1.5319460137063725,2.468235449417531,1.9994787388829067,-2.2336617353155948
-4.3802917276369016,-9.038621686801514,1.8056998332155532,-2.8286279253488313,12.174908159897226
-0.2511652940770878,-0.16697523951099896,0.7349893177588552,-0.5434064261467969,6.848338436977229
1.1275118532740596,-2.163865746763806,1.424485860333434,3.04582639172469,-2.4522006007971995
5.691424743288371,2.1733569760137,-2.6800859255775484,4.219086955054236,-7.695316900142777
2.2805118495715706,-3.8184481603530234,0.6678028184591718,4.644329724441846,-5.4545424821187325
-0.4552751902579173,4.036536306060393,2.185803032497062,0.5337296768781807,-2.6952018892770315
-3.421023852362681,2.578441635966891,-0.2844930709510708,-1.6092698793482114,1.0054581670756693
0.746845979806487,-9.878564303104646,-1.633007390769773,-3.8966414127168756,11.895570196369713
4.456918921775992,0.6190538106929928,2.3443642812723766,3.7919484119742606,-3.2884734465626924
2.075835059361503,-2.4889279372304216,3.5239979582194945,4.179540613594496,-4.515233341700151
3.0877410082676553,0.7736402671544678,1.534051495580032,0.6901127774046838,-4.820592522321462
2.000280148856884,4.522820500341544,-2.5446870679400804,-0.20464287076040866,-4.478599561247438
-1.395640320480533,0.10147475295264966,1.186651039373353,0.6497069260151236,-4.362092004848023
-0.6629748119666434,0.46442507840142927,0.026423492561519324,-0.9319390908876568,-1.9861649770565561
-0.6783250924047876,3.538508474910957,0.8474284717525515,-0.899659682587175,-4.21048011192774
-1.1050007707971305,3.0146043207619195,1.9018291397570608,0.9089278450723071,-2.609874736595825
-0.3608639614932224,-2.7992702441446586,2.8412972433507617,1.980022597209973,-3.023091018373184
1.27063342366035,4.896214601451712,0.023049919367188032,0.11959771309504985,-2.599589746838042
0.9629671118174921,-1.4623431437684853,-1.0065887926142834,-4.057511453196797,3.895682942822632
-3.227932786643253,-0.4300752357644555,0.3957103794093213,-1.4852727969858708,2.0094332458664548
3.2448226846790726,1.4862134455343456,-2.1429935138272347,3.4086285595582613,-7.021134155579526
