"Worried about not being able to pay school fees or fees for education: worried, income, richest 60% (% age 15+)","Financial institution account, income, richest 60% (% ages 15+)","Borrowed any money, income, richest 60% (% ages 15+)","Used a mobile phone or the internet to pay bills, income, richest 60% (% ages 15+)","Owns a debit or credit card, income, richest 60% (% ages 15+)"
-0.0342822237091992,2.5459259764995537,-3.0704129391755384,1.180883180638785,-3.0479897469907513
1.2467549302038674,0.09878488655726247,-0.9901890013279537,-6.257358910496942,3.838477376852632
-0.2891151054126495,-0.5122561104685692,1.0838262698711052,5.087947128441945,-1.0601379677218281
0.9085294380674256,3.4293161645374153,-1.611726636008777,-1.2617968093138727,-2.8811556181108124
2.3390303317314167,5.999022270371819,3.023705781416817,-0.3899943940416577,-2.574581127594387
-0.3482933071286807,-3.561324355931523,-1.3337814609094845,0.8756746249670229,0.39609516818890356
2.9000172117414023,3.4325525889514625,0.9626749037288806,-3.9825404571530143,-1.1992698644890867
1.2340647766545998,2.232226246567188,-1.4787223672503038,-4.572807958168187,-0.5065087581173326
-4.624979727018488,-3.1783715297901445,-7.793007184692266,-4.899213438721546,-2.4427879814624625
0.8275224720654561,1.0845580676392959,-0.5085805386105077,-2.70485529066585,-1.6363286949435198
2.015936841165707,3.741776852252256,-1.3684019509199938,-4.1276479709695515,-1.3470574181465755
-4.857515914101601,-0.22075379037800186,0.5450627523989815,7.637855815415297,-3.538451952635124
-6.913145247174654,-4.118926679623498,1.030614082400385,10.19920174281459,-2.6681520855050262
1.0614621730240228,-5.3033722728764525,1.7778426437203803,-1.7653233466258735,8.998809939071027
1.6618263723944944,3.824849006170374,-0.2096058308076123,-5.389699923656857,-1.7616041126158963
0.8554533105749749,1.0158614053337267,0.23228610126503613,0.11108716802513241,-3.458424966574459
-1.4488402713197033,-6.1737431763820725,-2.894705264610753,-2.9149119784395374,13.879707374279853
5.441202766486782,3.712317272080506,-0.619372521897585,1.5663914199696318,-0.41852629202038116
-0.22371559421855558,-5.294673240538993,0.513647917419588,-2.1148908460282976,6.427890487447222
1.9391675376110262,5.4505554150221425,3.404535838957969,-1.3187984003136135,-1.7438975115355104
1.2034852233910212,3.5848673354468676,0.31644950228599167,-2.853832458861322,-1.5509634859172197
-1.3651582731254919,0.6830753032257788,1.0609123347355625,2.984073478748941,-3.1361963774868036
0.10506460431445086,0.024969680318843945,-0.2734465112031905,1.5097011589024367,-1.765129098586689
-0.5046046337486931,4.967396081208726,-0.46094380609363483,-0.08053025116821,-3.310030761436127
-1.1137204094002704,-0.040052709904666584,0.7056325259809686,4.312665090667093,-4.220983077507523
-4.501574910716324,0.35204899605618045,-0.1844381717036696,6.862917763397715,-4.788159866692811
2.1677717599608175,-0.3255938622346468,-0.6077311607123774,-4.13774432835975,3.8422468075750187
2.394231100430316,-0.4602048017942859,0.39984781045609386,1.5080087511028042,-1.7068268256731236
0.023469567046751294,-0.010233636244347366,-1.2318280296099768,-7.495807995926818,6.451865469960843
0.686661524828927,-3.8847508907918007,-0.1765908078859093,4.454176360239878,1.103161495569152
-3.651030537165213,0.5804641600169509,-0.17715849219915714,5.36892950024706,-4.416726316425034
-3.0307116574627497,-1.380318795471644,1.4175230429739964,6.517785152617406,-0.5155506459758192
1.6128916210881838,-0.6377174794448397,0.15305745151199174,-0.06328668784568636,-1.6651195401182846
-2.616382242737477,-2.0438618182002934,0.8830174467885015,3.5129551886132244,-0.04368324739162999
1.058890726201564,0.3168855261300241,3.386686825148119,-2.921006399068534,-3.619490646109192
-0.5723485758597967,-4.245998329772114,-0.7422162675451809,4.167796100203028,-0.37929805602645317
2.4874581358353276,-0.05644924388156791,-1.0015284867970364,-3.885620174437183,6.44866131116479
1.3559348024863467,-0.940986612747273,-0.7269390147607027,-3.830911689351216,3.153939309167991
-0.2188049034329258,-2.345252120218338,-1.2163588264113305,3.0835641947618138,-3.0848355897497646
-0.4347404995691484,-2.947227504148872,-0.36315766300526775,-3.8582570028259564,7.200217596919977
0.811279622921736,0.3188157521286339,-1.1939575518776904,-3.3150634904069296,1.1846702603249186
0.16838549613667808,1.6218187896558298,-1.3181993578088596,-2.2620537713270745,-0.316275897015023
-0.5788495676138447,0.3772527498536731,-0.9124984850644158,1.749104265254051,-2.6921013728887084
-0.10665070823053782,-3.698943466292719,1.227619322689557,2.841860102976742,1.7189922231429153
-5.4467234213390965,-3.9839655661378384,2.957401754502719,8.770858269396728,-2.1915820495106413
-0.2687546799994145,1.3767184937244885,-1.2810421394570168,3.2543408740613824,-3.9984866843783937
4.043552878255666,-1.0102213274970406,0.973331072573211,-0.9789224408337887,-0.8323818879208273
1.2065855126496883,0.012266168817093026,-0.5944784808486311,-1.1144205124653952,2.2108207331930063
1.2996248547887097,0.813365796402576,-1.3856245073757218,-3.787575970717045,1.5674744732186952
2.2887085210377256,1.3436696263447128,-0.9006585369431217,-3.576790843165834,0.9344041713687643
