"Worried about not being able to pay school fees or fees for education: worried, income, richest 60% (% age 15+)","Financial institution account, income, richest 60% (% ages 15+)","Borrowed any money, income, richest 60% (% ages 15+)","Used a mobile phone or the internet to pay bills, income, richest 60% (% ages 15+)","Owns a debit or credit card, income, richest 60% (% ages 15+)"
2.015134815187659,3.2830454106150815,-0.2694313385684415,-1.8242588396341648,-0.1960766790308397
1.9113391639534756,1.361298127274967,-1.291926485286705,-4.232309892368822,0.6756780035601402
0.9267301067290017,4.864884193613116,0.2768771147494524,1.9606803426793848,-3.277421671049889
1.1224502547178041,3.6581775405920913,-0.5261295496640342,-2.4836270772960516,-1.337116406135114
-6.197156241020542,-3.8623601666108502,0.9346962240379344,9.370572804367228,-2.334650683546778
-1.871705442005859,-3.8622050735824276,-0.4252626725397707,5.58307074820606,-0.37847753607519063
-1.0642363850048642,0.8111856643014155,1.481905338227104,-4.835376020961357,5.76243559013926
-3.3356631383266846,-0.7172626079544399,0.6257856627374028,6.208882515003881,-1.9482881562883887
0.7113951314547684,-0.023518144595104706,0.6029535953636787,-6.316921456816113,6.640400055729045
3.018656176266903,3.226248218206138,-0.2052120812462761,-1.834195571594052,-3.2759424181369585
-0.5747713218257862,2.710914418767492,3.228430923494734,-0.8332630651402759,-2.9891636377255324
-0.4748339272946318,-0.10715177774300322,-0.18415511495442072,3.166441924512392,-3.110317879148411
-0.45898426007766313,0.7733541798148436,0.7336904204901595,0.7562304726997789,-3.039899522277716
1.342965878645762,-0.5594579312442423,0.07142985671460789,-5.520424299615268,5.8008653279117635
0.6228612130440234,3.4631211624332607,-1.0959931473405051,-6.445712403444194,1.4170449480403695
-0.2089334554894271,1.3716670696074176,-1.2699024577600309,-4.697038568290096,2.878387372483175
-4.939703775902476,-5.073244694399156,2.845191157162918,8.623084470743375,-1.779331122371624
1.4088921105147456,2.7619099634384505,1.6088862566765547,2.191002836231724,-1.849579199557664
-1.7665217154875903,-0.01813259620241192,0.6369386578087095,6.382545423191647,-2.821744453481956
2.0895783418479046,5.0952814076446025,0.49074751839698383,-1.6187171790657384,-1.5156234661860424
-1.3975387559467318,-7.157940834320074,-0.12545762188924137,-5.606689588315457,6.710016175507928
0.4166598587993007,4.819868857783612,-0.0719578233884679,1.071457169780992,-3.9915488861140975
0.7844514867985963,-4.618373732910763,1.2790172860634783,-4.26647980037466,7.309741516340942
1.8317595097778954,-0.7324335075058999,1.4419190359644265,4.076955991356353,-1.75035363014364
-3.601263747427205,0.5577872802296426,-0.09311138402818364,5.236665656466362,-4.3082754517243975
3.8032080575861396,4.7768721574098025,1.8167885213708526,-3.0629173779797996,-0.6551648383807587
1.320608474436881,3.8520944220382827,-0.42477881875967505,-3.1654290674035996,-2.4555355408893673
1.0084233955918087,-4.721582496525395,-0.14794005458410542,-2.6440524377297754,4.410746916850735
0.928125553729383,-0.18382088407183628,-2.0389753501653596,-1.3953413699863044,7.630294863683536
-2.060625127790612,0.97374596788223,1.3825058405825716,5.273093342185593,-2.6641925234600565
1.8226877397535963,-2.123368204382883,0.8834338360273317,1.4560144022132349,-0.3460465577876297
-0.6024576078194843,-1.1184470611160622,-1.301789062778234,-1.8320751203009946,1.0391137908022579
2.5848597680992773,3.6433387865174707,2.6476197959711936,-0.20797809241829945,-3.6647388182993863
-1.2531718306788067,-4.270134624027364,0.02942232561690994,2.589116351084777,0.4054043105751379
1.018448178786898,3.7936481815693806,-0.7557925227923155,-4.863786238624757,0.474186236898662
1.1705616601780449,-2.2699204174466,0.30159859989845295,5.1407688621446255,-1.404255367319232
-0.18459424626223786,-0.4640605210309703,-0.962482536727272,-6.982631464886577,5.680632390266467
1.2677716671215167,0.0759906771261325,2.372765663967687,-2.6882574785418623,5.308089742121914
-3.3656789551917825,-4.646601451176512,2.2689732011824724,7.543450073812018,-1.49540075356267
1.5530444255203526,2.3901125590357504,-3.5830307252071454,3.8076018299261105,-2.537492310463195
-6.351989862712924,-5.13880862642838,2.3923854151631883,9.64269323182765,-2.176686472617593
2.2325059232915008,2.3690684381493066,4.129286125346562,-3.094109835633672,-2.212454849501097
1.5365402043307124,1.8893030970007578,1.0160996310377193,-3.9328621614778774,-2.0424780718882083
0.4514189368985244,-6.304955188918113,-1.4454500047457666,-3.8069578965194495,8.582138059028102
-0.18105241062425304,-1.0928497121809744,2.072043181218108,6.282693031888264,0.5110068956525575
-0.3553886565982278,-2.4154938567383395,3.049436765513327,3.0244667236398213,-0.45025439021690206
0.8931058526446184,-2.5342570370656508,0.7950766045369562,1.0534732822960575,0.8861468087383078
0.22225695614605878,5.165698854576167,-0.12222047113651024,-1.9850563916405684,-4.087297331401949
0.4667453944001916,-3.703165385792966,-0.4383591574361654,0.8594718917785589,-1.05691755503869
1.3722444361101274,2.8849016838303156,-0.4367237523467249,-5.5262871521033485,-1.586667123416957
-1.1597280375580719,2.8313892376029175,0.23999769319415032,0.054865476626978826,-3.3045896483769335
0.5678412561777644,2.5013583472889196,-2.049615606831071,3.7201476359931682,-2.6043471727584366
-2.0591440347266547,-5.0284059920786355,1.6048291855392236,4.395148738323005,-0.27553391611374956
1.911821188779017,3.95250712879787,1.194727926434,-0.5290658312120646,-2.761602249018451
0.061847442317850554,-1.9110389902156575,0.704178870427111,-1.9008017159192034,0.7153112319329393
-0.2974792541977307,-0.5654879427058155,0.6256697110070506,-1.8773373710184968,-0.13738947499919307
-0.24395257228434608,0.2809641825308552,-2.352315113294214,5.011898795567892,-3.552563122563126
-3.0504456770613118,-5.696093014731085,-10.909500195290315,-3.047762914189544,6.69975776032987
-0.2905310473542748,3.942159867389623,-1.038691381704207,-6.911059600655411,2.7963898049665126
0.7555892244215778,0.272514100091918,-1.6474768987699644,-6.209824333496178,4.202892413335788
