"Worried about not having enough money for monthly expenses or bills: worried, income, richest 60% (% age 15+)","Financial institution account, income, richest 60% (% ages 15+)","Borrowed any money, income, richest 60% (% ages 15+)","Used a mobile phone or the internet to pay bills, income, richest 60% (% ages 15+)","Owns a debit or credit card, income, richest 60% (% ages 15+)"
-1.2598534939706352,-0.787423098569916,1.024319725350238,0.707478048994434,3.3627254224409473
-1.5331707466084383,-3.789680184543619,0.5121087597188376,-1.4242031986345225,4.818199362586817
0.647998024481991,8.469943615574252,-0.42503335141729437,0.40495007627490853,-4.204451188375784
1.2694580324166762,0.9659357445069894,-0.6304150385756879,0.0544961800368311,-1.4201252073495063
3.727664621865114,2.397808458868772,-0.13523657226215935,-0.37153031122116964,-9.481252294043475
3.620983271281621,4.468145421486836,0.19496589321062707,0.7059439080393455,-9.896903347349093
-3.183078314662801,-7.2682456197639365,0.13626025698926458,-1.3514644219571714,13.723163226946564
2.7803583598107915,6.35834931068601,0.4268412793432068,0.7380720133313012,-9.339088790399419
-1.9940157344102705,-12.679834884750598,-1.8933317706613035,-1.7038914331152597,19.09157368644713
-1.9831050965677073,6.655021029557608,-0.32024170055408563,-0.028314900822780542,-3.4799776236037383
2.4812788078747,9.461785967585417,-0.13166355470963698,-0.5529681314919763,-9.735446684110027
-0.48113552274604476,5.611115346131666,-0.055884143831040234,1.9280804968894212,-7.783914017132544
2.6124657018238002,8.99017142779884,-1.167362207219309,-0.48617267490178184,-11.053335109642227
-0.12169236885261192,-13.475517419725978,-2.203095022600248,-0.5958658668577419,17.34891435443484
-3.815417535549594,-4.960795204311598,-0.65610007877366,-2.4023843746738986,10.190842666663242
-2.4981760044521906,-8.483006939553515,-0.7788626068151032,-1.7168838109843314,11.792025600299894
4.346792626305007,0.12303347887458216,2.5837338326141306,1.369640209587721,-9.291432012712832
1.9811468308946907,10.267019949884407,-0.6339179746458719,1.5549065622122962,-7.0877439624514365
2.3455439008788836,6.225364891494138,0.32011852246579764,0.5089067336498037,-6.842288764459559
-0.25711337982573257,3.9778938316918677,0.18980335640555346,0.4979908043087806,0.4803858736181761
-3.6104572506261974,-18.55756410010023,-2.171062122725983,-1.9593165170180082,19.28750392661921
-0.027041823315600233,9.821192326580094,-1.4740898792478578,-0.691882282206159,-5.299024411748788
-1.67593263382728,-15.048503899502851,-1.5440520764642187,-1.1183264972527258,20.109171276415843
2.7789424012315314,6.82955745122926,0.721621361373936,0.946647817247718,-6.244517580642294
2.602597135151644,8.01816438395335,-0.9904537492406469,0.5739255981184499,-12.366170372502136
-0.8256152519809337,3.1503820142741144,0.5775372148999043,-0.37837737842314256,3.8354124101211204
-2.986044079737774,4.140330595137884,-1.2013557443857081,-0.32763975433044124,-0.6074943126337611
-2.6841204568715753,-17.08907107411019,1.789689010136744,0.9805581194107393,14.57459760896968
-3.13474987092391,-9.817078653281342,2.6200664930207633,-1.2906815052213583,16.594631109453083
2.737418014642623,7.200245053705601,0.29509409229524586,2.457210209690965,-9.92316725633836
3.756965891915801,8.213665539243534,-0.2429097955797639,0.6827369454495713,-10.82606689999393
-0.33829579823637523,-6.964855339533681,-0.5953195256815729,-1.9932140099826228,5.979594534938066
-4.001565139549823,7.345693473721504,2.925533308221504,0.7498429121530772,-2.117930414477512
2.766310551632179,4.129692861182677,0.46096570227899747,0.7185851949835595,-10.722806763364785
-1.1453849804076786,-2.849594548629096,-0.8077326140041947,-1.0415272768456614,5.652948643373536
2.503815641497618,6.990761634333839,-0.675632259706406,2.8422112313919063,-8.628314621531047
-3.2065085081593914,-16.705620709453,-0.021346848755317893,-1.9110613727064987,19.53403588940775
-1.60287996366801,-6.439068217368951,1.2257038413447408,-0.36663813482365804,13.726457092521628
4.447530686152272,0.6747940541113433,1.9291354600209392,2.7473050209333874,-8.845456482817722
